Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
468,0.5617455499512809,0.44141322,0.7241379310344828,0.75
469,0.5770751919065203,0.44145352,0.7586206896551724,0.75
470,0.5711048756326947,0.4414052,0.7586206896551724,0.75
471,0.5557590467589242,0.44127345,0.7931034482758621,0.75
472,0.5726595606122699,0.44121808,0.7241379310344828,0.75
473,0.5524686830384391,0.4410935,0.7241379310344828,0.75
474,0.5711779935019357,0.44123143,0.7586206896551724,0.75
475,0.5563603171280452,0.44122934,0.7241379310344828,0.75
476,0.5785616551126752,0.44132328,0.7241379310344828,0.75
477,0.5896869727543422,0.44149917,0.7241379310344828,0.75
478,0.5710229362760272,0.4415552,0.7586206896551724,0.75
479,0.5528538567679269,0.44143617,0.7586206896551724,0.75
480,0.5656316535813468,0.44138682,0.7586206896551724,0.75
481,0.5655112777437482,0.4411351,0.7241379310344828,0.75
482,0.5621056173528943,0.44108966,0.7241379310344828,0.75
483,0.5580608035836901,0.44109988,0.7586206896551724,0.75
484,0.5754452177456447,0.4411515,0.7586206896551724,0.75
485,0.560964184147971,0.4410876,0.7241379310344828,0.75
486,0.5726540173803057,0.4410603,0.7586206896551724,0.75
487,0.5564884160246167,0.44110006,0.6896551724137931,0.75
488,0.564690249306815,0.44112206,0.7586206896551724,0.75
489,0.5669330103056771,0.44135642,0.7586206896551724,0.75
490,0.582377050604139,0.44153446,0.6896551724137931,0.75
491,0.5884645070348468,0.4416666,0.7241379310344828,0.75
492,0.5504055874688285,0.44177034,0.7241379310344828,0.75
493,0.5624839833804539,0.44161075,0.7586206896551724,0.75
494,0.5657052482877459,0.4415508,0.7241379310344828,0.75
495,0.5528411184038434,0.4415398,0.7586206896551724,0.75
496,0.5671382887022836,0.44141755,0.7586206896551724,0.75
497,0.5818308336394173,0.44131097,0.7586206896551724,0.75
498,0.5607164246695382,0.44125536,0.7586206896551724,0.75
499,0.5747032846723285,0.44107056,0.7586206896551724,0.75
500,0.5653901866504124,0.4408713,0.6551724137931034,0.75
